weight,age,height,size
132.28,37,5.25,L
119.05,22,5.42,S
158.73,30,5.33,XL
143.30,30,5.42,L
110.23,31,5.08,S
163.14,27,5.08,M
182.98,35,5.58,XXXL
156.53,42,5.58,XXXL
132.28,62,5.17,L
138.89,29,5.17,L
127.87,46,5.75,M
189.60,32,5.58,XXXL
119.05,23,5.17,M
154.32,29,5.33,XXXL
108.03,24,5.25,S
154.32,36,5.75,XXXL
112.44,29,5.17,S
143.30,33,5.50,L
114.64,38,5.00,S
138.89,33,5.25,XXXL
119.05,32,4.83,L
169.76,46,5.50,XXXL
163.14,32,5.33,XXXL
141.10,40,5.33,XL
119.05,33,5.50,M
127.87,30,5.25,L
127.87,27,5.50,S
119.05,37,5.17,S
121.25,34,5.50,S
143.30,28,5.67,XL
134.48,27,5.33,L
149.91,35,5.00,XL
134.48,36,5.42,XL
125.66,53,5.58,M
149.91,34,5.75,M
154.32,36,5.58,XXXL
112.44,28,5.08,S
105.82,43,5.17,S
127.87,31,5.50,L
134.48,34,5.25,M
130.07,32,5.58,M
127.87,30,5.50,S
123.46,24,5.50,S
116.84,28,5.17,XXS
134.48,48,5.42,L
174.16,51,5.33,XXXL
127.87,34,5.42,S
123.46,37,5.33,S
178.57,38,5.75,XXXL
127.87,33,5.42,M
123.46,70,5.58,M
149.91,26,5.42,L
119.05,30,5.58,S
178.57,28,5.50,M
114.64,30,5.17,XL
138.89,35,5.50,XXXL
101.41,19,5.25,S
116.84,21,5.58,XXS
127.87,39,5.33,M
143.30,24,5.50,XL
119.05,40,5.33,S
108.03,61,5.17,S
143.30,39,5.17,M
123.46,51,5.42,L
108.03,27,5.08,XXS
143.30,35,5.42,L
134.48,42,5.83,M
182.98,25,5.83,XXXL
108.03,27,5.58,XXS
112.44,33,5.25,XXS
132.28,25,5.42,S
136.69,49,5.58,L
127.87,26,5.67,S
127.87,28,5.42,M
158.73,27,5.58,XXXL
114.64,29,5.58,S
196.21,54,5.58,XXXL
134.48,31,5.50,M
123.46,35,5.17,XL
194.01,24,5.33,XXXL
143.30,46,5.33,XXXL
119.05,40,5.33,S
127.87,33,5.58,M
158.73,46,5.67,XXXL
163.14,30,5.42,XXXL
134.48,32,5.58,L
138.89,33,5.75,L
143.30,27,5.25,XL
108.03,21,5.00,XXS
182.98,41,5.67,XXXL
123.46,31,5.58,S
119.05,28,5.58,S
127.87,22,5.58,S
134.48,30,5.42,M
143.30,38,5.33,XL
138.89,29,5.33,L
121.25,39,5.17,S
163.14,26,5.75,XXXL
121.25,26,5.58,M
116.84,31,5.25,XXS
127.87,33,5.50,L
108.03,36,5.17,XXS
134.48,33,5.25,M
134.48,30,5.17,M
174.16,33,5.83,XXXL
143.30,32,5.33,XXXL
123.46,32,5.33,S
149.91,31,5.92,L
127.87,25,5.42,M
119.05,31,5.33,M
127.87,36,5.50,S
108.03,32,5.17,S
134.48,39,5.42,M
154.32,26,5.33,XXXL
143.30,33,5.00,XXXL
108.03,26,5.17,XXS
163.14,48,5.42,XXXL
94.80,40,5.00,XXS
143.30,30,5.25,XL
125.66,25,5.08,M
138.89,45,5.17,L
101.41,28,5.17,XXS
119.05,28,5.25,M
114.64,34,5.25,XXS
125.66,33,5.17,XL
127.87,32,5.42,M
125.66,33,5.67,M
114.64,27,5.50,XXS
136.69,40,5.58,L
119.05,28,5.33,XXS
143.30,28,5.83,XL
134.48,30,5.50,M
158.73,38,5.67,XL
141.10,25,5.67,L
163.14,29,5.83,XL
143.30,27,5.75,M
119.05,23,5.58,S
119.05,29,5.25,S
147.71,33,5.42,XL
119.05,16,5.58,S
209.44,24,5.75,XXXL
149.91,35,5.50,XXXL
114.64,42,5.25,XXS
138.89,43,5.33,XXXL
149.91,32,5.42,XXXL
127.87,27,5.25,S
127.87,32,5.42,M
123.46,30,5.50,M
154.32,32,5.33,XXXL
112.44,36,5.33,XXS
189.60,55,5.33,XXXL
136.69,34,5.42,M
108.03,34,5.17,M
127.87,36,5.42,L
99.21,33,5.67,S
123.46,29,5.58,XXS
127.87,38,5.50,M
130.07,50,5.42,L
116.84,37,5.67,S
143.30,48,5.58,XL
127.87,34,5.50,XXXL
163.14,33,5.25,XXXL
119.05,31,5.25,S
138.89,,5.50,L
123.46,44,5.17,XL
130.07,30,5.25,M
160.94,41,5.67,XL
143.30,29,5.75,L
134.48,50,5.25,L
116.84,30,5.00,S
123.46,33,5.17,S
134.48,42,5.58,M
123.46,0,5.58,S
138.89,30,5.33,M
123.46,27,5.33,S
103.62,20,5.17,S
158.73,31,5.75,XXXL
136.69,32,5.58,M
143.30,24,5.58,M
123.46,36,5.33,M
127.87,26,5.50,M
127.87,33,5.42,M
123.46,35,5.58,S
154.32,41,5.50,XXXL
123.46,26,5.08,S
127.87,27,5.25,M
163.14,37,5.83,XL
163.14,32,5.42,XL
103.62,28,5.50,S
123.46,29,5.50,XL
169.76,34,6.00,XXXL
123.46,28,5.33,M
110.23,25,5.42,S
158.73,30,5.42,XXXL
167.55,34,5.33,L
152.12,33,5.42,XL
123.46,29,5.50,S
143.30,27,5.17,L
149.91,46,5.58,XXXL
149.91,50,5.25,XL
127.87,45,5.67,XL
136.69,50,5.58,L
127.87,32,5.42,M
163.14,29,5.58,XXXL
134.48,37,5.42,M
125.66,33,5.50,M
103.62,43,5.17,S
134.48,27,5.50,L
116.84,37,5.58,S
138.89,26,5.42,L
123.46,35,5.50,S
121.25,29,5.50,XL
119.05,33,5.33,S
134.48,25,5.42,M
127.87,51,5.50,M
158.73,31,5.42,XL
123.46,44,5.33,M
119.05,27,5.42,XXS
134.48,30,5.67,M
149.91,31,5.75,XXXL
103.62,54,5.08,XXS
136.69,53,5.58,XL
127.87,38,5.08,M
105.82,27,5.58,XXS
143.30,30,5.50,XL
119.05,28,5.67,M
116.84,36,5.50,S
141.10,32,5.67,L
138.89,25,5.33,M
138.89,33,5.83,M
127.87,36,5.58,M
149.91,25,5.33,XXXL
134.48,33,5.33,L
123.46,32,5.33,XL
127.87,33,5.17,L
134.48,46,5.33,M
108.03,57,5.08,XXS
127.87,40,5.67,S
149.91,26,5.75,XL
194.01,33,6.08,XXXL
132.28,39,5.92,L
125.66,40,5.33,XXXL
154.32,31,5.58,XL
119.05,22,5.50,M
127.87,29,5.58,S
123.46,32,5.17,M
156.53,37,5.42,XXXL
99.21,35,5.25,XXS
127.87,42,5.33,M
103.62,42,5.17,S
134.48,46,5.42,XL
123.46,57,5.75,M
138.89,41,5.42,L
163.14,36,5.67,XXXL
108.03,30,5.17,XXS
163.14,33,5.25,XXXL
119.05,22,5.42,S
182.98,23,5.58,XXXL
136.69,36,5.42,M
123.46,47,5.33,S
116.84,41,5.17,M
105.82,27,5.08,XXS
156.53,38,5.42,XXXL
108.03,22,5.17,XXS
149.91,26,5.58,L
121.25,30,5.50,M
127.87,29,5.33,XXS
149.91,22,5.33,M
194.01,53,5.17,XXXL
127.87,57,5.00,L
143.30,33,5.58,L
149.91,46,5.83,XL
138.89,38,5.33,XL
103.62,28,5.00,XXS
123.46,39,5.58,M
134.48,42,5.25,M
108.03,32,5.17,S
125.66,36,5.33,M
134.48,37,5.33,XL
143.30,37,5.00,XXXL
132.28,22,5.67,M
130.07,36,5.08,XL
178.57,29,5.42,XXXL
149.91,35,5.33,XL
134.48,28,5.50,M
178.57,28,5.92,XXXL
134.48,31,5.33,XXXL
138.89,64,5.33,XL
123.46,36,5.42,M
119.05,37,5.42,S
119.05,36,5.25,S
149.91,24,5.42,L
101.41,48,5.00,S
119.05,47,5.75,S
108.03,29,5.33,S
130.07,35,5.75,M
110.23,37,5.08,M
138.89,26,5.17,XL
143.30,39,5.33,XL
119.05,50,5.42,M
119.05,31,5.00,XXS
134.48,38,5.17,M
119.05,58,5.33,M
138.89,33,5.17,L
158.73,43,5.42,XXXL
136.69,26,5.50,S
169.76,30,5.50,XXXL
149.91,27,5.42,XL
123.46,46,4.92,L
163.14,40,5.50,XXXL
116.84,57,5.00,S
134.48,31,5.25,M
112.44,27,5.25,XXS
123.46,53,5.58,S
123.46,27,5.58,M
149.91,48,5.92,XL
116.84,31,5.83,S
114.64,20,5.50,XXS
127.87,31,5.42,S
123.46,36,5.58,M
119.05,28,5.33,S
138.89,35,5.67,XL
127.87,34,5.42,M
134.48,23,5.42,M
143.30,27,5.75,XL
123.46,29,5.25,XXS
123.46,47,5.25,M
125.66,32,5.50,M
119.05,29,5.50,XXS
149.91,37,5.42,XL
127.87,26,5.42,XXS
123.46,33,5.17,S
123.46,38,5.25,M
149.91,32,5.42,XL
123.46,35,5.25,M
116.84,27,5.25,M
125.66,34,5.50,M
149.91,33,5.92,XXXL
114.64,29,5.58,S
123.46,27,5.42,S
138.89,27,5.58,M
163.14,39,5.33,XXXL
163.14,29,5.92,XXXL
160.94,42,5.33,XXXL
158.73,32,5.50,XL
158.73,27,5.42,XXXL
143.30,27,5.83,L
154.32,43,5.92,M
127.87,26,5.33,M
127.87,33,5.42,M
189.60,42,5.58,XXXL
119.05,30,5.25,XXS
123.46,31,5.25,M
123.46,29,5.58,M
158.73,43,5.33,XXXL
134.48,42,5.25,L
149.91,31,5.75,XXXL
119.05,29,5.17,S
138.89,30,5.58,XL
119.05,34,5.17,XXS
125.66,30,5.25,M
123.46,38,5.42,M
110.23,42,5.00,M
134.48,34,5.75,L
108.03,39,5.33,XXS
154.32,36,5.58,XXXL
171.96,30,5.92,XXXL
110.23,30,5.33,XXS
123.46,41,5.67,S
119.05,31,5.17,M
127.87,40,5.50,M
127.87,31,5.58,M
116.84,41,5.50,S
138.89,21,5.25,L
127.87,28,5.58,S
119.05,25,4.92,S
108.03,25,5.33,XXS
116.84,36,5.00,S
127.87,40,5.25,XL
94.80,30,5.00,XXS
143.30,37,5.67,L
114.64,37,5.17,M
123.46,30,5.42,M
182.98,33,5.25,XXXL
123.46,33,5.50,S
138.89,26,5.17,L
158.73,32,5.67,XXXL
158.73,27,5.67,XL
138.89,27,5.67,L
163.14,22,5.92,L
138.89,30,5.42,M
114.64,28,5.08,XXS
178.57,30,5.25,XXXL
105.82,25,5.17,XXS
123.46,32,5.17,M
119.05,31,5.33,S
127.87,40,5.33,M
112.44,32,5.50,S
123.46,41,5.33,M
112.44,37,5.25,XXS
149.91,30,5.83,XXXL
158.73,49,5.58,XXXL
138.89,28,5.42,L
138.89,27,5.50,L
141.10,30,5.50,XL
116.84,34,5.17,S
127.87,35,5.42,L
127.87,29,5.75,S
141.10,25,5.33,XL
138.89,21,5.50,M
143.30,29,5.50,L
127.87,34,5.25,M
138.89,32,5.75,L
108.03,30,5.25,XXS
134.48,32,5.33,M
114.64,31,5.00,M
121.25,29,5.08,M
189.60,41,5.33,XXXL
149.91,59,5.83,XL
127.87,54,5.33,M
116.84,36,5.17,S
119.05,29,5.25,S
116.84,33,5.33,S
130.07,52,5.67,XL
138.89,38,5.92,L
123.46,34,5.17,S
123.46,32,5.75,XXS
158.73,28,5.00,XXXL
123.46,38,5.08,M
149.91,37,5.75,XL
123.46,,5.17,S
134.48,35,5.58,L
103.62,52,5.17,XXS
127.87,29,5.33,M
134.48,42,5.33,L
99.21,24,5.33,M
149.91,31,0.00,XXXL
132.28,43,5.58,XL
119.05,28,5.50,S
158.73,57,5.83,XL
143.30,51,5.25,XXXL
198.42,37,5.33,XXXL
149.91,33,5.67,L
143.30,26,5.67,XL
163.14,40,5.75,XXXL
149.91,34,5.58,XL
123.46,32,5.25,M
127.87,37,5.33,M
178.57,37,5.58,XXXL
158.73,31,5.92,XL
123.46,34,5.42,M
136.69,31,5.25,M
134.48,31,5.42,L
121.25,33,5.50,M
127.87,41,5.17,M
138.89,44,5.50,XL
134.48,30,5.67,M
138.89,30,5.92,M
154.32,33,5.75,L
169.76,34,6.00,XXXL
127.87,35,5.42,L
116.84,37,5.17,M
134.48,33,5.83,L
127.87,28,5.42,S
127.87,32,5.50,M
130.07,32,5.25,M
149.91,31,5.50,XL
138.89,25,5.83,L
127.87,47,5.25,L
158.73,30,5.50,XXXL
123.46,27,5.67,M
158.73,30,5.42,XXXL
149.91,35,5.42,XL
130.07,38,5.50,L
110.23,52,5.33,XXS
154.32,26,5.58,XL
134.48,31,5.42,XL
127.87,31,5.33,M
108.03,31,5.17,S
134.48,35,5.83,M
123.46,35,5.58,M
123.46,32,5.42,M
123.46,30,5.83,L
149.91,44,5.75,XXXL
136.69,48,5.50,L
189.60,34,5.75,XXXL
116.84,28,5.33,XXS
123.46,51,5.42,M
143.30,30,5.42,XXXL
143.30,34,5.25,XXXL
154.32,31,5.92,XL
134.48,45,5.50,XXXL
136.69,38,5.58,L
103.62,39,5.08,XXS
119.05,32,5.33,S
143.30,29,5.33,L
134.48,29,5.50,M
108.03,26,5.08,XXS
136.69,33,5.67,L
138.89,29,5.33,L
116.84,35,5.50,XXS
123.46,26,5.58,S
156.53,34,5.33,XXXL
158.73,30,5.75,XXXL
174.16,29,5.83,XXXL
99.21,59,5.33,XXS
125.66,34,5.33,M
119.05,34,5.33,S
154.32,28,5.83,L
134.48,45,5.50,XXXL
121.25,33,5.33,M
143.30,49,5.42,L
138.89,32,5.33,L
110.23,22,5.33,S
130.07,31,5.42,M
143.30,34,5.33,L
125.66,49,5.42,M
127.87,37,5.42,M
105.82,33,5.33,S
138.89,29,5.42,XL
130.07,29,5.33,M
134.48,32,5.58,M
134.48,43,5.83,S
134.48,32,5.42,S
138.89,34,5.67,L
114.64,33,5.25,XXS
132.28,32,5.67,L
103.62,23,5.33,XXS
138.89,33,5.67,XL
178.57,28,5.75,XXXL
119.05,33,5.58,S
119.05,33,5.25,XXS
127.87,24,5.42,XXS
138.89,49,5.58,L
141.10,28,5.50,XL
103.62,43,5.17,S
108.03,34,5.25,S
149.91,20,5.17,XXXL
143.30,31,5.25,L
143.30,31,5.50,XL
134.48,34,5.50,L
138.89,29,5.67,L
138.89,24,5.50,XL
123.46,28,5.25,M
130.07,30,5.50,M
127.87,29,5.83,M
123.46,33,5.25,M
112.44,33,5.33,XXS
134.48,36,5.75,M
141.10,27,5.25,XL
136.69,48,5.42,M
152.12,44,5.58,XXXL
158.73,40,5.92,L
121.25,29,5.33,S
132.28,29,5.42,M
127.87,26,5.33,M
121.25,29,5.50,XXS
103.62,29,5.25,XXS
121.25,28,5.17,M
169.76,42,5.75,XXXL
149.91,26,5.33,XL
105.82,39,5.08,M
134.48,29,5.33,M
110.23,26,5.17,S
119.05,39,5.33,M
99.21,36,5.17,XXS
174.16,25,5.25,XXXL
134.48,35,5.17,XL
108.03,29,5.17,S
123.46,31,5.75,XL
163.14,56,5.25,XXXL
158.73,29,5.08,XXXL
110.23,64,5.42,M
143.30,30,5.83,XL
152.12,35,5.17,XXXL
138.89,47,5.67,L
119.05,21,5.25,L
149.91,44,5.17,XXXL
138.89,31,5.42,XL
123.46,35,5.33,L
108.03,24,5.50,XXS
123.46,27,4.92,M
143.30,27,5.42,XL
174.16,59,5.75,XXXL
138.89,24,5.33,M
238.10,33,6.00,XXXL
134.48,40,5.33,L
119.05,51,5.50,S
119.05,22,5.67,XXS
138.89,27,5.25,L
134.48,48,5.58,XL
108.03,42,5.33,S
123.46,28,5.08,XL
123.46,21,5.50,S
138.89,33,5.58,L
119.05,35,5.58,XXS
127.87,31,5.33,M
178.57,44,5.92,XXXL
125.66,33,5.58,XXS
123.46,29,5.50,S
108.03,32,5.25,XXS
194.01,29,5.42,XXXL
145.50,32,5.67,XL
125.66,29,5.17,M
138.89,27,5.50,XL
143.30,44,5.58,XXXL
127.87,30,5.50,M
121.25,28,5.00,M
143.30,32,5.75,M
138.89,29,5.58,XL
149.91,59,5.42,M
119.05,20,5.33,M
143.30,37,5.75,L
134.48,26,5.58,M
116.84,48,5.33,M
158.73,32,5.75,L
127.87,45,5.67,M
127.87,63,5.58,XL
143.30,30,5.58,XXXL
138.89,55,5.50,L
149.91,27,5.33,XL
158.73,39,5.50,XL
158.73,37,5.42,XXXL
143.30,32,5.33,XL
149.91,,5.58,XL
127.87,26,5.33,M
149.91,29,5.92,L
136.69,47,5.58,L
149.91,31,5.42,XXXL
127.87,32,5.42,M
108.03,31,5.33,XXS
149.91,37,5.50,M
138.89,35,5.67,M
149.91,62,5.50,XXXL
123.46,31,5.25,L
138.89,29,5.25,L
108.03,36,5.00,S
105.82,29,5.33,XXS
138.89,31,5.75,M
174.16,40,5.33,XXXL
149.91,33,5.67,L
134.48,25,5.50,M
149.91,24,5.58,XL
123.46,36,5.42,M
127.87,30,5.33,M
114.64,28,5.17,S
213.85,31,5.75,XXXL
127.87,40,5.42,XL
134.48,46,5.83,M
119.05,36,5.75,S
127.87,27,5.25,S
136.69,28,5.08,M
138.89,40,5.42,M
132.28,28,5.25,M
127.87,30,5.08,L
141.10,61,5.33,XXXL
121.25,34,5.33,S
143.30,39,5.17,XXXL
114.64,32,5.17,S
163.14,29,5.83,XL
158.73,44,5.25,XXXL
108.03,24,5.50,XXS
149.91,38,5.92,L
174.16,25,5.75,XXXL
123.46,27,5.33,XXS
132.28,29,5.67,S
149.91,28,5.17,XXL
154.32,31,5.50,XL
176.37,32,5.42,XL
127.87,36,5.50,M
127.87,29,5.33,S
149.91,36,5.83,XL
154.32,34,5.58,XL
127.87,45,5.42,XL
119.05,37,5.17,M
136.69,38,5.42,L
116.84,35,5.67,XL
134.48,31,5.42,M
149.91,34,5.58,L
127.87,26,5.67,L
158.73,44,5.58,XL
138.89,27,4.83,L
119.05,32,5.17,XXS
127.87,27,5.25,M
149.91,28,5.33,L
158.73,21,5.75,XL
127.87,25,5.25,M
138.89,23,5.08,M
134.48,32,5.42,L
114.64,55,5.17,L
125.66,34,5.42,L
127.87,50,5.42,L
143.30,29,5.67,M
138.89,34,5.33,XL
97.00,31,5.25,XXS
127.87,27,5.42,M
123.46,31,5.25,M
134.48,56,5.58,M
119.05,57,5.25,L
138.89,26,5.25,XL
116.84,26,5.50,M
158.73,31,5.42,XL
138.89,36,5.58,XXXL
114.64,29,5.25,XXS
143.30,29,5.58,M
134.48,30,5.25,M
138.89,40,5.75,XL
125.66,43,5.75,M
149.91,35,5.67,XXXL
134.48,37,5.58,M
134.48,31,5.17,M
108.03,35,5.42,XXS
134.48,31,5.58,L
194.01,52,6.08,XXXL
138.89,33,5.67,L
119.05,30,5.25,S
114.64,39,5.00,M
138.89,28,5.25,L
123.46,37,5.33,M
125.66,26,5.08,M
158.73,24,5.58,XL
149.91,31,5.58,XXXL
134.48,34,5.25,L
149.91,41,5.33,XXXL
152.12,29,5.75,L
130.07,36,5.50,M
101.41,43,5.17,S
138.89,27,5.42,L
110.23,28,5.33,M
114.64,31,5.17,S
134.48,21,5.58,XL
134.48,29,0.00,L
134.48,21,5.25,L
143.30,31,5.33,XL
114.64,38,5.08,M
127.87,51,5.50,L
114.64,34,5.17,S
138.89,35,5.25,L
138.89,30,5.92,M
158.73,32,5.17,XXXL
119.05,35,5.33,XXS
127.87,55,5.33,M
127.87,30,5.67,S
136.69,29,5.17,M
114.64,38,5.08,XXS
134.48,38,5.08,XXXL
127.87,38,5.50,M
114.64,32,5.17,XXS
158.73,31,5.25,XXXL
169.76,28,5.50,XXXL
130.07,61,5.42,XL
127.87,20,5.50,M
132.28,31,5.25,M
154.32,26,5.33,XXXL
158.73,16,5.83,XL
127.87,23,5.75,M
108.03,27,5.58,XXS
123.46,28,5.25,S
127.87,30,5.25,L
163.14,38,5.58,XXXL
163.14,38,5.33,XXXL
127.87,34,5.75,S
149.91,29,5.92,L
112.44,37,5.25,XXS
110.23,30,5.25,XXS
143.30,27,5.67,M
127.87,31,5.42,M
121.25,32,5.67,M
103.62,36,5.25,S
154.32,37,5.67,XL
158.73,34,5.50,XXXL
119.05,27,5.25,M
127.87,30,5.67,S
119.05,24,5.42,M
178.57,29,5.25,XXXL
127.87,41,5.17,XL
136.69,27,5.17,L
116.84,34,4.92,L
127.87,33,5.75,L
114.64,32,5.25,XXS
123.46,38,5.17,M
138.89,20,5.50,L
123.46,36,5.25,L
149.91,34,5.25,XL
103.62,27,5.00,XXS
154.32,36,5.58,XL
127.87,43,5.17,M
134.48,46,5.75,XL
154.32,28,5.67,XL
123.46,37,5.58,L
130.07,31,5.25,XL
143.30,52,5.42,XL
143.30,26,5.50,L
213.85,32,5.67,XXXL
112.44,38,5.33,S
158.73,37,5.75,XL
158.73,29,5.58,XXXL
138.89,36,5.58,XL
152.12,32,5.58,XL
180.78,33,5.67,XXXL
119.05,28,5.17,S
123.46,20,5.83,S
125.66,37,5.67,M
127.87,26,5.67,XL
134.48,24,5.33,M
108.03,29,5.17,XXS
123.46,35,5.33,M
138.89,32,5.58,M
143.30,43,5.33,XL
218.26,29,5.83,XXXL
116.84,48,5.33,S
138.89,27,5.75,M
130.07,37,5.33,XL
138.89,35,5.42,XL
209.44,24,5.75,XXXL
121.25,34,5.50,S
127.87,77,5.42,XXXL
119.05,52,5.25,S
108.03,35,5.08,M
108.03,35,5.17,S
123.46,40,5.42,M
149.91,32,5.25,XL
127.87,29,5.50,M
127.87,24,5.25,S
132.28,45,5.50,XL
123.46,34,5.25,M
119.05,41,5.33,M
130.07,46,5.50,L
138.89,28,5.58,L
136.69,48,5.67,XXXL
134.48,70,5.42,XL
127.87,32,5.17,L
147.71,51,5.75,XXXL
149.91,32,5.83,L
149.91,27,5.75,XL
138.89,30,5.58,M
143.30,47,5.67,XXXL
149.91,32,5.67,M
138.89,23,5.83,L
174.16,39,5.67,XXXL
149.91,43,5.75,XL
114.64,45,5.17,M
167.55,42,5.83,XXXL
108.03,30,5.25,XXS
178.57,28,5.42,XXXL
143.30,25,5.58,L
127.87,27,5.58,S
138.89,30,5.58,L
154.32,34,5.42,XXXL
127.87,42,5.42,M
147.71,31,5.58,L
108.03,24,5.25,XXS
108.03,43,5.33,M
134.48,33,5.08,XL
163.14,50,5.50,L
143.30,26,5.83,L
134.48,38,5.25,L
123.46,28,5.58,M
149.91,47,5.42,XXXL
132.28,41,5.25,M
119.05,25,5.17,S
125.66,39,5.83,S
119.05,30,5.42,S
149.91,46,5.58,XL
158.73,35,5.42,XXXL
163.14,43,5.50,XXXL
134.48,39,5.00,XL
114.64,30,5.33,S
136.69,30,5.50,M
160.94,29,4.92,XXXL
138.89,28,5.50,M
112.44,41,5.25,S
114.64,29,5.58,S
121.25,32,5.33,S
149.91,30,5.83,L
134.48,49,5.75,L
169.76,52,5.25,XXXL
136.69,25,5.50,M
127.87,35,5.42,L
119.05,32,5.33,M
116.84,38,5.75,S
134.48,23,6.00,M
101.41,28,5.42,S
119.05,29,5.00,S
149.91,34,5.58,L
163.14,45,5.50,XXXL
169.76,32,5.58,XXXL
158.73,30,5.83,XL
149.91,39,5.42,L
119.05,31,5.33,XXS
114.64,31,5.33,XXS
103.62,31,5.25,XXS
138.89,46,5.50,XL
138.89,49,5.58,L
149.91,24,5.17,XXXL
127.87,32,5.33,S
169.76,26,5.75,XL
123.46,30,5.50,S
143.30,31,5.33,XL
143.30,28,5.42,L
149.91,28,5.83,XXXL
127.87,39,5.58,S
103.62,35,5.42,XXS
143.30,33,5.25,XL
112.44,43,5.33,S
97.00,32,5.33,S
127.87,30,5.67,M
127.87,38,5.17,M
127.87,31,5.58,M
127.87,30,5.25,S
123.46,33,5.33,S
127.87,32,5.17,XL
116.84,34,5.58,S
119.05,33,5.08,M
134.48,39,5.50,L
119.05,33,5.17,S
123.46,27,5.17,L
127.87,39,5.42,L
138.89,31,5.58,M
143.30,31,5.33,L
127.87,32,5.42,S
138.89,30,5.50,L
123.46,32,5.17,M
123.46,28,5.50,M
149.91,37,5.42,XXXL
127.87,24,5.75,M
112.44,43,5.00,XXS
114.64,26,5.58,XXS
147.71,45,5.67,XL
149.91,46,5.17,XXXL
149.91,31,5.17,XXXL
136.69,50,5.58,L
136.69,34,5.42,M
143.30,29,5.50,L
149.91,31,5.58,L
123.46,28,5.58,L
121.25,31,5.25,S
178.57,52,5.42,XXXL
101.41,40,5.17,S
121.25,33,5.50,S
134.48,26,5.42,XL
134.48,44,5.42,L
149.91,34,5.25,M
114.64,29,5.17,XXS
127.87,35,5.50,L
163.14,53,5.58,XXXL
108.03,31,5.25,XXS
149.91,38,5.67,M
127.87,25,5.42,M
138.89,29,5.83,XXXL
218.26,60,5.17,XXXL
116.84,29,5.33,M
127.87,29,5.33,M
138.89,30,5.50,XL
127.87,23,5.33,M
163.14,35,5.83,XL
127.87,17,5.58,M
103.62,32,5.08,S
138.89,32,5.67,XL
132.28,55,5.42,L
123.46,36,5.25,L
110.23,36,4.83,M
123.46,44,5.25,M
103.62,27,5.17,S
138.89,26,5.25,XL
99.21,39,5.25,XXS
123.46,46,5.50,S
110.23,23,5.17,M
138.89,27,5.58,M
125.66,45,5.67,M
163.14,49,5.17,XXXL
123.46,32,5.17,S
143.30,31,5.50,XL
138.89,20,5.17,XL
121.25,34,5.50,M
127.87,28,5.50,M
149.91,32,5.50,XL
123.46,56,5.42,M
127.87,31,5.50,M
116.84,46,5.17,M
154.32,31,5.75,XL
134.48,37,5.33,XXXL
127.87,59,5.42,L
174.16,48,5.83,XXXL
116.84,33,5.00,XL
134.48,33,5.25,M
143.30,33,5.58,XL
178.57,34,5.67,XL
108.03,29,5.17,S
189.60,27,5.67,XXXL
154.32,38,5.25,XXXL
178.57,33,5.75,XXXL
119.05,45,5.00,M
130.07,29,5.42,M
134.48,34,5.25,M
141.10,27,5.33,L
149.91,30,5.92,XL
143.30,30,5.33,XXXL
127.87,34,5.92,S
119.05,35,5.17,S
127.87,40,5.33,M
134.48,29,5.42,M
134.48,28,5.33,M
152.12,29,5.42,XL
158.73,29,5.42,XXXL
119.05,31,5.25,S
114.64,68,5.25,L
134.48,32,5.58,M
138.89,43,5.33,XL
134.48,48,5.33,XXXL
138.89,32,5.50,M
149.91,28,5.50,XXXL
123.46,27,5.58,M
119.05,24,5.50,S
149.91,31,5.92,XXXL
174.16,32,5.17,XXXL
152.12,31,5.33,XXXL
127.87,20,5.42,S
158.73,29,5.83,M
169.76,,5.33,XL
149.91,45,5.67,M
143.30,24,5.67,XXXL
138.89,32,5.67,XL
123.46,25,5.33,S
114.64,32,5.00,XXS
108.03,39,5.25,XXS
143.30,31,5.25,XL
123.46,32,5.67,M
125.66,34,5.33,M
105.82,20,5.25,XXS
138.89,48,5.92,L
253.53,28,5.58,XXXL
127.87,26,5.58,XL
163.14,24,6.08,L
130.07,40,5.42,M
149.91,37,5.58,XXXL
119.05,44,5.58,S
238.10,33,5.83,XXXL
149.91,37,5.75,XL
119.05,42,5.25,M
123.46,55,5.42,M
114.64,29,5.58,XXS
121.25,27,5.17,M
119.05,37,5.42,S
143.30,27,5.33,XXXL
145.50,27,5.17,L
127.87,30,5.42,L
169.76,32,5.50,XL
134.48,32,5.50,XL
136.69,52,5.83,M
138.89,31,5.67,M
134.48,51,5.17,XL
112.44,60,5.00,S
154.32,44,5.42,XXXL
158.73,34,5.33,XXXL
249.12,28,5.42,XXXL
163.14,34,5.75,XL
103.62,32,5.33,XXS
178.57,36,5.50,XXXL
119.05,27,5.58,XXS
145.50,39,5.58,XXXL
163.14,30,5.67,XL
154.32,27,5.42,XXXL
134.48,30,5.25,XL
116.84,33,5.42,S
149.91,29,5.33,L
112.44,25,5.33,S
127.87,33,5.33,XL
114.64,35,5.50,S
119.05,34,5.08,M
138.89,26,5.50,M
138.89,25,5.42,L
143.30,30,5.67,L
158.73,24,5.75,XXXL
134.48,39,5.75,M
108.03,20,5.17,M
138.89,34,5.67,M
123.46,28,5.08,M
143.30,32,5.67,XL
143.30,38,5.17,XL
127.87,42,5.67,L
138.89,48,5.75,L
94.80,21,5.33,XXS
138.89,37,5.42,XL
182.98,34,5.25,XXXL
134.48,33,5.58,M
143.30,57,5.33,XXXL
145.50,42,5.00,XL
134.48,28,5.75,XXS
